"Idade","Local de trabalho","Pontuação teste","Departmento","Distancia casa-trabalho","Educacao","Area","Possui carro","Subordinado","Satisfação com o ambiente no emprego atual","Genero","Horas voluntariado","Envolvimento com trabalho","Posicao","Cargo","Satisfação com emprego","Estado civil","Renda","Bonus de performance","Quantidade de empresas que trabalho","Maior de idade","Necessita de hora extra","Aumento de salario%","Performance na entrevista","Satisfação com a relação","Horas de trabalho padrão","Beneficios","Anos de experiencia","Horas de treinamento ultimo ano","Estilo de vida","Anos na última empresa","Anos na posição atual","Anos desde última promoção","Anos com a mesma gerência","Contratar","Partition","$XGT-Contratar","$XGTC-Contratar"
"43","Misto","775","Vendas","15","Superior completo","Ciências das natureza","1","754","4","M","47","2","2","Vendedo senior","4","Casado","6804","23683","3","1","Não","18","3","3","80","1","7","5","3","2","2","2","2","Não","1_Training","Não","0.835869"
"34","Misto","970","Engenharia","8","Superior incompleto","Medicina","1","757","2","F","96","3","2","Analista","3","Solteiro","6142","7360","3","1","Não","11","3","4","80","0","10","2","3","5","1","4","3","Não","1_Training","Não","0.644944"
"23","Misto","650","Engenharia","9","Médio completo","Medicina","1","758","2","M","37","3","1","Tecnico","1","Casado","2500","4344","1","1","Não","14","3","4","80","1","5","2","4","4","3","0","2","Não","1_Training","Sim","0.50621"
"39","Misto","141","RH","3","Superior completo","Ciências humanas","1","760","3","F","44","4","2","Assistente","2","Casado","6389","18767","9","1","Não","15","3","3","80","1","12","3","1","8","3","3","6","Não","1_Training","Não","0.853909"
"56","Misto","832","Engenharia","9","Superior completo","Medicina","1","762","3","M","81","3","4","Analista","4","Casado","11103","20420","7","1","Não","11","3","3","80","0","30","1","2","10","7","1","1","Não","1_Training","Não","0.67704"
"40","Misto","804","Engenharia","2","Médio completo","Medicina","1","763","4","F","86","2","1","Engenheiro","4","Solteiro","2342","22929","0","1","Sim","20","4","4","80","0","5","2","2","4","2","2","3","Não","1_Training","Sim","0.58002"
"27","Misto","975","Engenharia","7","Superior completo","Medicina","1","764","4","F","55","2","2","Analista","1","Solteiro","6811","23398","8","1","Não","19","3","1","80","0","9","2","1","7","6","0","7","Não","1_Training","Sim","0.503587"
"29","Misto","1090","Vendas","10","Superior completo","Marketing","1","766","4","M","83","3","1","Vendedor junior","2","Divorciado","2297","17967","1","1","Não","14","3","4","80","2","2","2","3","2","2","2","2","Não","1_Training","Sim","0.701561"
"53","Escritório","346","Engenharia","6","Superior completo","Ciências das natureza","1","769","4","M","86","3","2","Tecnico","4","Solteiro","2450","10919","2","1","Não","17","3","4","80","0","19","4","3","2","2","2","2","Não","1_Training","Não","0.632824"
"35","Cliente","1225","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","771","4","F","61","3","2","Analista","1","Divorciado","5093","4761","2","1","Não","11","3","1","80","1","16","2","4","1","0","0","0","Não","1_Training","Não","0.622258"
"32","Misto","430","Engenharia","24","Superior incompleto - cursando","Ciências das natureza","1","772","1","M","80","3","2","Tecnico","4","Casado","5309","21146","1","1","Não","15","3","4","80","2","10","2","3","10","8","4","7","Não","2_Testing","Não","0.565619"
"38","Misto","268","Engenharia","2","Pós-gradução","Medicina","1","773","4","M","92","3","1","Engenheiro","3","Casado","3057","20471","6","1","Sim","13","3","2","80","1","6","0","1","1","0","0","1","Não","1_Training","Sim","0.745994"
"34","Misto","167","Engenharia","8","Pós-gradução","Ciências das natureza","1","775","2","F","32","3","2","Supervisor","1","Divorciado","5121","4187","3","1","Não","14","3","3","80","1","7","3","3","0","0","0","0","Não","1_Training","Não","0.77944"
"52","Misto","621","Vendas","3","Superior incompleto - cursando","Marketing","1","776","3","M","31","2","4","Gerente","1","Casado","16856","10084","1","1","Não","11","3","1","80","0","34","3","4","34","6","1","16","Não","2_Testing","Sim","0.701241"
"25","Misto","883","Vendas","26","Médio completo","Medicina","1","781","3","F","32","3","2","Vendedo senior","4","Solteiro","6180","22807","1","1","Não","23","4","2","80","0","6","5","2","6","5","1","4","Não","1_Training","Não","0.828059"
"45","Misto","954","Vendas","2","Superior incompleto","Faculdade Técnica","1","783","2","M","46","1","2","Vendedor junior","3","Solteiro","6632","12388","0","1","Não","13","3","1","80","0","9","3","3","8","7","3","1","Não","1_Training","Sim","0.634694"
"23","Misto","310","Engenharia","10","Médio completo","Medicina","1","784","1","M","79","4","1","Engenheiro","3","Solteiro","3505","19630","1","1","Não","18","3","4","80","0","2","3","3","2","2","0","2","Não","1_Training","Sim","0.667747"
"34","Escritório","304","Vendas","2","Superior completo","Outros","1","786","4","M","60","3","2","Vendedo senior","4","Solteiro","6274","18686","1","1","Não","22","4","3","80","0","6","5","3","6","5","1","4","Não","2_Testing","Não","0.880948"
"36","Escritório","1434","Vendas","8","Superior incompleto - cursando","Ciências das natureza","1","789","1","M","76","2","3","Vendedo senior","1","Solteiro","7587","14229","1","1","Não","15","3","2","80","0","10","1","3","10","7","0","9","Não","1_Training","Sim","0.642945"
"52","Cliente","715","Engenharia","19","Superior incompleto - cursando","Medicina","1","791","4","M","41","3","1","Engenheiro","4","Casado","4258","26589","0","1","Não","18","3","1","80","1","5","3","3","4","3","1","2","Não","1_Training","Não","0.678055"
"26","Misto","575","Engenharia","1","Superior incompleto","Ciências das natureza","1","792","1","F","71","1","1","Tecnico","4","Divorciado","4364","5288","3","1","Não","14","3","1","80","1","5","2","3","2","2","2","0","Não","2_Testing","Sim","0.78876"
"29","Misto","657","Engenharia","27","Superior completo","Medicina","1","793","2","F","66","3","2","Analista","3","Casado","4335","25549","4","1","Não","12","3","1","80","1","11","3","2","8","7","1","1","Não","1_Training","Não","0.828747"
"34","Misto","182","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","797","2","F","72","4","1","Engenheiro","4","Solteiro","3280","13551","2","1","Não","16","3","3","80","0","10","2","3","4","2","1","3","Não","1_Training","Não","0.799322"
"54","Cliente","376","Engenharia","19","Superior incompleto - cursando","Medicina","1","799","4","F","95","3","2","Supervisor","1","Divorciado","5485","22670","9","1","Sim","11","3","2","80","2","9","4","3","5","3","1","4","Não","1_Training","Sim","0.82325"
"27","Misto","829","Vendas","8","Médio completo","Marketing","1","800","3","M","84","3","2","Vendedo senior","4","Casado","4342","24008","0","1","Não","19","3","2","80","1","5","3","3","4","2","1","1","Não","1_Training","Não","0.630974"
"37","Cliente","571","Engenharia","10","Médio completo","Ciências das natureza","1","802","4","F","82","3","1","Engenheiro","1","Divorciado","2782","19905","0","1","Sim","13","3","2","80","2","6","3","2","5","3","4","3","Não","1_Training","Sim","0.763094"
"38","Misto","240","Engenharia","2","Superior incompleto - cursando","Ciências das natureza","1","803","1","F","75","4","2","Supervisor","1","Solteiro","5980","26085","6","1","Sim","12","3","4","80","0","17","2","3","15","7","4","12","Não","1_Training","Sim","0.628162"
"34","Misto","121","Engenharia","2","Superior incompleto - cursando","Medicina","1","804","3","F","86","2","1","Engenheiro","1","Solteiro","4381","7530","1","1","Não","11","3","3","80","0","6","3","3","6","5","1","3","Não","1_Training","Não","0.514802"
"35","Misto","384","Vendas","8","Superior incompleto - cursando","Ciências das natureza","1","805","1","F","72","3","1","Vendedor junior","4","Casado","2572","20317","1","1","Não","16","3","2","80","1","3","1","2","3","2","0","2","Não","1_Training","Sim","0.563559"
"30","Cliente","921","Engenharia","1","Superior completo","Ciências das natureza","1","806","4","M","38","1","1","Tecnico","3","Casado","3833","24375","3","1","Não","21","4","3","80","2","7","2","3","2","2","0","2","Não","1_Training","Não","0.520282"
"40","Misto","791","Engenharia","2","Superior incompleto","Medicina","1","807","3","F","38","4","2","Analista","2","Casado","4244","9931","1","1","Não","24","4","4","80","1","8","2","3","8","7","3","7","Não","2_Testing","Não","0.969609"
"34","Cliente","1111","Vendas","8","Superior incompleto","Ciências das natureza","1","808","3","F","93","3","2","Vendedo senior","1","Casado","6500","13305","5","1","Não","17","3","2","80","1","6","1","3","3","2","1","2","Não","1_Training","Não","0.505627"
"42","Escritório","570","Engenharia","8","Superior completo","Ciências das natureza","1","809","2","M","66","3","5","Gerente","4","Divorciado","18430","16225","1","1","Não","13","3","2","80","1","24","4","2","24","7","14","9","Não","1_Training","Não","0.920761"
"24","Misto","1092","Engenharia","9","Superior completo","Ciências das natureza","1","812","3","M","60","2","1","Tecnico","2","Divorciado","2694","26551","1","1","Não","11","3","3","80","3","1","4","3","1","0","0","0","Não","1_Training","Sim","0.616959"
"52","Misto","1325","Engenharia","11","Superior incompleto - cursando","Ciências das natureza","1","813","4","F","82","3","2","Tecnico","3","Casado","3149","21821","8","1","Não","20","4","2","80","1","9","3","3","5","2","1","4","Não","1_Training","Não","0.847628"
"50","Misto","691","Engenharia","2","Superior completo","Medicina","1","815","3","M","64","3","4","Diretor","3","Casado","17639","6881","5","1","Não","16","3","4","80","0","30","3","3","4","3","0","3","Não","1_Training","Não","0.856716"
"33","Misto","213","Engenharia","7","Superior completo","Medicina","1","817","3","M","49","3","3","Diretor","3","Casado","11691","25995","0","1","Não","11","3","4","80","0","14","3","4","13","9","3","7","Não","1_Training","Não","0.821169"
"47","Misto","202","Engenharia","2","Superior incompleto","Outros","1","820","3","F","33","3","4","Gerente","4","Casado","16752","12982","1","1","Sim","11","3","3","80","1","26","3","2","26","14","3","0","Não","1_Training","Não","0.80837"
"36","Misto","676","Engenharia","1","Superior completo","Outros","1","823","3","F","35","3","2","Supervisor","2","Casado","5228","23361","0","1","Não","15","3","1","80","1","10","2","3","9","7","0","5","Não","1_Training","Não","0.909517"
"29","Misto","1252","Engenharia","23","Superior incompleto","Ciências das natureza","1","824","3","M","81","4","1","Engenheiro","3","Casado","2700","23779","1","1","Não","24","4","3","80","1","10","3","3","10","7","0","7","Não","1_Training","Não","0.842831"
"35","Misto","1258","Engenharia","1","Superior incompleto - cursando","Ciências das natureza","1","826","4","F","40","4","1","Engenheiro","3","Solteiro","2506","13301","3","1","Não","13","3","3","80","0","7","0","3","2","2","2","2","Não","1_Training","Não","0.720424"
"42","Misto","932","Engenharia","1","Superior incompleto","Ciências das natureza","1","827","4","F","43","2","2","Supervisor","4","Casado","6062","4051","9","1","Sim","13","3","4","80","1","8","4","3","4","3","0","2","Não","1_Training","Não","0.725158"
"36","Misto","1041","RH","13","Superior completo","Ciências humanas","1","829","3","M","36","3","1","Assistente","2","Casado","2143","25527","4","1","Não","13","3","2","80","1","8","2","3","5","2","0","4","Não","1_Training","Não","0.590507"
"32","Cliente","859","Engenharia","4","Superior completo","Ciências das natureza","1","830","3","F","98","2","2","Supervisor","3","Casado","6162","19124","1","1","Não","12","3","3","80","1","14","3","3","14","13","6","8","Não","1_Training","Não","0.829705"
"40","Misto","720","Engenharia","16","Superior incompleto - cursando","Medicina","1","832","1","M","51","2","2","Tecnico","3","Solteiro","5094","11983","6","1","Não","14","3","4","80","0","10","6","3","1","0","0","0","Não","1_Training","Sim","0.716464"
"30","Misto","946","Engenharia","2","Superior completo","Medicina","1","833","3","F","52","2","2","Supervisor","4","Solteiro","6877","20234","5","1","Sim","24","4","2","80","0","12","4","2","0","0","0","0","Não","1_Training","Sim","0.663853"
"45","Misto","252","Engenharia","2","Superior completo","Ciências das natureza","1","834","2","F","95","2","1","Engenheiro","3","Solteiro","2274","6153","1","1","Não","14","3","4","80","0","1","3","3","1","0","0","0","Não","1_Training","Sim","0.699463"
"42","Cliente","933","Engenharia","29","Superior completo","Ciências das natureza","1","836","2","M","98","3","2","Supervisor","2","Casado","4434","11806","1","1","Não","13","3","4","80","1","10","3","2","9","8","7","8","Não","1_Training","Não","0.769031"
"38","Cliente","471","Engenharia","12","Superior completo","Ciências das natureza","1","837","1","M","45","2","2","Analista","1","Divorciado","6288","4284","2","1","Não","15","3","3","80","1","13","3","2","4","3","1","2","Não","1_Training","Sim","0.515268"
"34","Misto","702","Engenharia","16","Superior incompleto - cursando","Ciências das natureza","1","838","3","F","100","2","1","Engenheiro","4","Solteiro","2553","8306","1","1","Não","16","3","3","80","0","6","3","3","5","2","1","3","Não","1_Training","Sim","0.646969"
"43","Misto","589","Engenharia","14","Superior incompleto","Ciências das natureza","1","843","2","M","94","3","4","Diretor","1","Casado","17159","5200","6","1","Não","24","4","3","80","1","22","3","3","4","1","1","0","Não","1_Training","Não","0.805231"
"27","Misto","269","Engenharia","5","Médio completo","Faculdade Técnica","1","844","3","M","42","2","3","Diretor","4","Divorciado","12808","8842","1","1","Sim","16","3","2","80","1","9","3","3","9","8","0","8","Não","1_Training","Não","0.583276"
"35","Misto","950","Engenharia","7","Superior completo","Outros","1","845","3","M","59","3","3","Supervisor","3","Solteiro","10221","18869","3","1","Não","21","4","2","80","0","17","3","4","8","5","1","6","Não","2_Testing","Não","0.763085"
"28","Misto","760","Vendas","2","Superior incompleto - cursando","Marketing","1","846","2","F","81","3","2","Vendedo senior","2","Casado","4779","3698","1","1","Sim","20","4","1","80","0","8","2","3","8","7","7","5","Não","1_Training","Sim","0.751988"
"34","Escritório","829","RH","3","Superior incompleto","Ciências humanas","1","847","3","M","88","3","1","Assistente","4","Casado","3737","2243","0","1","Não","19","3","3","80","1","4","1","1","3","2","0","2","Não","1_Training","Não","0.882211"
"27","Misto","443","Engenharia","3","Superior completo","Medicina","1","850","4","M","50","3","1","Engenheiro","4","Casado","1706","16571","1","1","Não","11","3","3","80","3","0","6","2","0","0","0","0","Não","1_Training","Sim","0.526093"
"51","Misto","1318","Vendas","26","Superior incompleto - cursando","Marketing","1","851","1","F","66","3","4","Gerente","3","Casado","16307","5594","2","1","Não","14","3","3","80","1","29","2","2","20","6","4","17","Não","1_Training","Não","0.767793"
"44","Misto","625","Engenharia","4","Superior completo","Medicina","1","852","4","M","50","3","2","Analista","2","Solteiro","5933","5197","9","1","Não","12","3","4","80","0","10","2","2","5","2","2","3","Não","1_Training","Não","0.657857"
"25","Misto","180","Engenharia","2","Médio completo","Medicina","1","854","1","M","65","4","1","Engenheiro","1","Solteiro","3424","21632","7","1","Não","13","3","3","80","0","6","3","2","4","3","0","1","Não","1_Training","Sim","0.704104"
